SeqID	startPosition	endPosition	GCcontent	GCskew
CP003879.1	2663400	2664400	0.3504	0.0571
CP003879.1	2663600	2664600	0.3393	0.0206
CP003879.1	2663800	2664800	0.3293	0.0395
CP003879.1	2664000	2665000	0.3393	0.0855
CP003879.1	2664200	2665200	0.3473	0.0490
CP003879.1	2664400	2665400	0.3393	-0.0324
CP003879.1	2664600	2665600	0.3433	-0.0029
CP003879.1	2664800	2665800	0.3403	-0.0294
CP003879.1	2665000	2666000	0.3353	-0.0866
CP003879.1	2665200	2666200	0.3273	-0.0214
CP003879.1	2665400	2666400	0.3183	0.0503
CP003879.1	2665600	2666600	0.3263	0.0491
CP003879.1	2665800	2666800	0.3403	0.0529
CP003879.1	2666000	2667000	0.3473	0.0720
CP003879.1	2666200	2667200	0.3594	0.0752
CP003879.1	2666400	2667400	0.3574	0.0364
CP003879.1	2666600	2667600	0.3594	0.0864
CP003879.1	2666800	2667800	0.3614	0.1634
CP003879.1	2667000	2668000	0.3714	0.1644
CP003879.1	2667200	2668200	0.3804	0.1579
CP003879.1	2667400	2668400	0.3984	0.1809
CP003879.1	2667600	2668600	0.4034	0.1365
CP003879.1	2667800	2668800	0.3914	0.0742
CP003879.1	2668000	2669000	0.3814	0.0971
CP003879.1	2668200	2669200	0.3483	0.0345
CP003879.1	2668400	2669400	0.3453	0.0841
CP003879.1	2668600	2669600	0.3263	0.0859
CP003879.1	2668800	2669800	0.3313	0.0937
CP003879.1	2669000	2670000	0.3433	0.0262
CP003879.1	2669200	2670200	0.3754	0.0720
CP003879.1	2669400	2670400	0.3724	0.0591
CP003879.1	2669600	2670600	0.3824	0.0681
CP003879.1	2669800	2670800	0.3824	0.1047
CP003879.1	2670000	2671000	0.3794	0.1609
CP003879.1	2670200	2671200	0.3634	0.1791
CP003879.1	2670400	2671400	0.3704	0.1730
CP003879.1	2670600	2671600	0.3574	0.1653
CP003879.1	2670800	2671800	0.3363	0.1667
CP003879.1	2671000	2672000	0.3193	0.1473
CP003879.1	2671200	2672200	0.3113	0.1061
CP003879.1	2671400	2672400	0.3063	0.0065
CP003879.1	2671600	2672600	0.3063	-0.0261
CP003879.1	2671800	2672800	0.3173	-0.1230
CP003879.1	2672000	2673000	0.3013	-0.1495
CP003879.1	2672200	2673200	0.3003	-0.1200
CP003879.1	2672400	2673400	0.2933	-0.0785
CP003879.1	2672600	2673600	0.2973	-0.0707
CP003879.1	2672800	2673800	0.3023	-0.0199
CP003879.1	2673000	2674000	0.3263	-0.0552
CP003879.1	2673200	2674200	0.3213	-0.0467
CP003879.1	2673400	2674400	0.3363	0.0119
CP003879.1	2673600	2674600	0.3333	0.0390
CP003879.1	2673800	2674800	0.3133	0.0351
CP003879.1	2674000	2675000	0.2983	0.1208
CP003879.1	2674200	2675200	0.2993	0.0970
CP003879.1	2674400	2675400	0.2813	-0.0036
CP003879.1	2674600	2675600	0.2893	-0.0796
CP003879.1	2674800	2675800	0.3083	-0.0974
CP003879.1	2675000	2676000	0.3373	-0.1395
CP003879.1	2675200	2676200	0.3664	-0.0929
CP003879.1	2675400	2676400	0.3874	-0.0233
CP003879.1	2675600	2676600	0.3914	0.0332
CP003879.1	2675800	2676800	0.3784	0.0794
CP003879.1	2676000	2677000	0.3694	0.0840
CP003879.1	2676200	2677200	0.3584	0.0503
CP003879.1	2676400	2677400	0.3514	0.0769
CP003879.1	2676600	2677600	0.3373	0.0742
CP003879.1	2676800	2677800	0.3704	0.0486
CP003879.1	2677000	2678000	0.3804	0.0421
CP003879.1	2677200	2678200	0.3824	0.0628
CP003879.1	2677400	2678400	0.3934	0.0127
CP003879.1	2677600	2678600	0.4084	0.0588
CP003879.1	2677800	2678800	0.3894	0.0488
CP003879.1	2678000	2679000	0.3824	0.1152
CP003879.1	2678200	2679200	0.3874	0.1318
CP003879.1	2678400	2679400	0.3754	0.1413
CP003879.1	2678600	2679600	0.3704	0.1784
CP003879.1	2678800	2679800	0.3814	0.1916
CP003879.1	2679000	2680000	0.3804	0.1895
CP003879.1	2679200	2680200	0.3744	0.1658
CP003879.1	2679400	2680400	0.3814	0.1706
CP003879.1	2679600	2680600	0.3974	0.0982
CP003879.1	2679800	2680800	0.4054	0.1160
CP003879.1	2680000	2681000	0.4044	0.0842
CP003879.1	2680200	2681200	0.4044	0.0743
CP003879.1	2680400	2681400	0.3934	0.0280
CP003879.1	2680600	2681600	0.3854	0.0182
CP003879.1	2680800	2681800	0.3473	-0.0086
CP003879.1	2681000	2682000	0.3453	0.0261
CP003879.1	2681200	2682200	0.3443	0.0523
CP003879.1	2681400	2682400	0.3473	0.1009
CP003879.1	2681600	2682600	0.3584	0.1508
CP003879.1	2681800	2682800	0.3924	0.1684
CP003879.1	2682000	2683000	0.3894	0.1465
CP003879.1	2682200	2683200	0.3784	0.1746
CP003879.1	2682400	2683400	0.3674	0.1717
CP003879.1	2682600	2683600	0.3433	0.1370
CP003879.1	2682800	2683800	0.3243	0.0864
CP003879.1	2683000	2684000	0.3163	0.0949
CP003879.1	2683200	2684200	0.3053	0.0623
CP003879.1	2683400	2684400	0.3043	0.0724
CP003879.1	2683600	2684600	0.3113	0.0547
CP003879.1	2683800	2684800	0.3203	0.1000
CP003879.1	2684000	2685000	0.3293	0.1003
CP003879.1	2684200	2685200	0.3383	0.1065
CP003879.1	2684400	2685400	0.3463	0.1040
CP003879.1	2684600	2685600	0.3213	0.1277
CP003879.1	2684800	2685800	0.3173	0.0410
CP003879.1	2685000	2686000	0.3203	0.0187
CP003879.1	2685200	2686200	0.3453	0.0551
CP003879.1	2685400	2686400	0.3574	0.0980
CP003879.1	2685600	2686600	0.3954	0.0684
CP003879.1	2685800	2686800	0.4124	0.1602
CP003879.1	2686000	2687000	0.4024	0.2239
CP003879.1	2686200	2687200	0.3744	0.1658
CP003879.1	2686400	2687400	0.3504	0.0857
CP003879.1	2686600	2687600	0.3283	0.0610
CP003879.1	2686800	2687800	0.3213	-0.0841
CP003879.1	2687000	2688000	0.3233	-0.1455
CP003879.1	2687200	2688200	0.3343	-0.1257
CP003879.1	2687400	2688400	0.3644	-0.0934
CP003879.1	2687600	2688600	0.3774	-0.0557
CP003879.1	2687800	2688800	0.3574	0.0084
CP003879.1	2688000	2689000	0.3694	-0.0027
CP003879.1	2688200	2689200	0.3744	0.0000
CP003879.1	2688400	2689400	0.3624	0.0000
CP003879.1	2688600	2689600	0.3664	-0.0437
CP003879.1	2688800	2689800	0.3794	-0.0712
CP003879.1	2689000	2690000	0.3714	-0.0512
CP003879.1	2689200	2690200	0.3674	-0.0736
CP003879.1	2689400	2690400	0.3644	-0.0714
CP003879.1	2689600	2690600	0.3514	0.0199
CP003879.1	2689800	2690800	0.3724	0.0269
CP003879.1	2690000	2691000	0.3804	0.0368
CP003879.1	2690200	2691200	0.3904	0.0513
CP003879.1	2690400	2691400	0.3864	0.0674
CP003879.1	2690600	2691600	0.3934	0.0076
CP003879.1	2690800	2691800	0.3704	-0.0054
CP003879.1	2691000	2692000	0.3654	-0.0685
CP003879.1	2691200	2692200	0.3564	-0.0730
CP003879.1	2691400	2692400	0.3664	-0.0710
CP003879.1	2691600	2692600	0.3534	-0.0765
CP003879.1	2691800	2692800	0.3594	-0.0752
CP003879.1	2692000	2693000	0.3544	-0.0678
CP003879.1	2692200	2693200	0.3473	-0.1239
CP003879.1	2692400	2693400	0.3473	-0.1988
CP003879.1	2692600	2693600	0.3684	-0.2283
CP003879.1	2692800	2693800	0.3654	-0.2110
CP003879.1	2693000	2694000	0.3724	-0.1667
CP003879.1	2693200	2694200	0.3924	-0.1735
CP003879.1	2693400	2694400	0.3574	-0.1148
CP003879.1	2693600	2694600	0.3293	-0.0760
CP003879.1	2693800	2694800	0.3103	-0.0774
CP003879.1	2694000	2695000	0.3103	-0.1290
CP003879.1	2694200	2695200	0.2923	0.0000
CP003879.1	2694400	2695400	0.3283	0.0549
CP003879.1	2694600	2695600	0.3534	0.0198
CP003879.1	2694800	2695800	0.3794	0.0712
CP003879.1	2695000	2696000	0.3854	0.0701
CP003879.1	2695200	2696200	0.3834	0.0444
CP003879.1	2695400	2696400	0.3754	0.0347
CP003879.1	2695600	2696600	0.3724	0.1075
CP003879.1	2695800	2696800	0.3824	0.0942
CP003879.1	2696000	2697000	0.3874	0.1525
CP003879.1	2696200	2697200	0.3894	0.1208
CP003879.1	2696400	2697400	0.3954	0.0987
CP003879.1	2696600	2697600	0.3954	0.1139
CP003879.1	2696800	2697800	0.3784	0.1746
CP003879.1	2697000	2698000	0.3704	0.1351
CP003879.1	2697200	2698200	0.3664	0.1913
CP003879.1	2697400	2698400	0.3564	0.1517
CP003879.1	2697600	2698600	0.3644	0.0934
CP003879.1	2697800	2698800	0.3704	0.0432
CP003879.1	2698000	2699000	0.3694	0.0949
CP003879.1	2698200	2699200	0.3854	0.0805
CP003879.1	2698400	2699400	0.3864	0.1244
CP003879.1	2698600	2699600	0.3504	0.1543
CP003879.1	2698800	2699800	0.3544	0.1469
CP003879.1	2699000	2700000	0.3544	0.1073
CP003879.1	2699200	2700200	0.3203	0.1313
CP003879.1	2699400	2700400	0.3303	0.1515
CP003879.1	2699600	2700600	0.3694	0.1653
CP003879.1	2699800	2700800	0.3724	0.1774
CP003879.1	2700000	2701000	0.3674	0.2098
CP003879.1	2700200	2701200	0.3844	0.2031
CP003879.1	2700400	2701400	0.3904	0.2000
CP003879.1	2700600	2701600	0.3934	0.1959
CP003879.1	2700800	2701800	0.3774	0.2095
CP003879.1	2701000	2702000	0.3914	0.2174
CP003879.1	2701200	2702200	0.3994	0.1679
CP003879.1	2701400	2702400	0.3894	0.1260
CP003879.1	2701600	2702600	0.3784	0.1164
CP003879.1	2701800	2702800	0.3814	0.0919
CP003879.1	2702000	2703000	0.3604	0.0333
CP003879.1	2702200	2703200	0.3564	0.0618
CP003879.1	2702400	2703400	0.3634	0.0854
CP003879.1	2702600	2703600	0.3654	0.1123
CP003879.1	2702800	2703800	0.3644	0.0934
CP003879.1	2703000	2704000	0.3774	0.1034
CP003879.1	2703200	2704200	0.3724	0.1129
CP003879.1	2703400	2704400	0.3704	0.1297
CP003879.1	2703600	2704600	0.3724	0.0591
CP003879.1	2703800	2704800	0.3664	0.0601
CP003879.1	2704000	2705000	0.3734	0.0241
CP003879.1	2704200	2705200	0.3774	0.0557
CP003879.1	2704400	2705400	0.3674	-0.0136
CP003879.1	2704600	2705600	0.3724	0.0108
CP003879.1	2704800	2705800	0.3644	0.0220
CP003879.1	2705000	2706000	0.3624	0.0773
CP003879.1	2705200	2706200	0.3534	0.0368
CP003879.1	2705400	2706400	0.3473	0.1066
CP003879.1	2705600	2706600	0.3453	0.1362
CP003879.1	2705800	2706800	0.3564	0.1236
CP003879.1	2706000	2707000	0.3544	0.1073
CP003879.1	2706200	2707200	0.3544	0.0339
CP003879.1	2706400	2707400	0.3483	0.0230
CP003879.1	2706600	2707600	0.3343	0.0240
CP003879.1	2706800	2707800	0.3233	0.0402
CP003879.1	2707000	2708000	0.3153	0.0413
CP003879.1	2707200	2708200	0.3283	0.0305
CP003879.1	2707400	2708400	0.3383	-0.0178
CP003879.1	2707600	2708600	0.3403	-0.0941
CP003879.1	2707800	2708800	0.3493	-0.1003
CP003879.1	2708000	2709000	0.3554	-0.1099
CP003879.1	2708200	2709200	0.3433	-0.0612
CP003879.1	2708400	2709400	0.3273	-0.0765
CP003879.1	2708600	2709600	0.3293	-0.0334
CP003879.1	2708800	2709800	0.3403	0.0000
CP003879.1	2709000	2710000	0.3483	0.0287
CP003879.1	2709200	2710200	0.3544	0.0565
CP003879.1	2709400	2710400	0.3714	0.0889
CP003879.1	2709600	2710600	0.3764	0.0851
CP003879.1	2709800	2710800	0.3754	0.0987
CP003879.1	2710000	2711000	0.3654	0.0685
CP003879.1	2710200	2711200	0.3564	0.0899
CP003879.1	2710400	2711400	0.3644	0.0220
CP003879.1	2710600	2711600	0.3614	0.0194
CP003879.1	2710800	2711800	0.3544	-0.0113
CP003879.1	2711000	2712000	0.3574	0.0084
CP003879.1	2711200	2712200	0.3654	-0.0192
CP003879.1	2711400	2712400	0.3594	0.0195
CP003879.1	2711600	2712600	0.3594	0.0362
CP003879.1	2711800	2712800	0.3614	0.0139
CP003879.1	2712000	2713000	0.3764	-0.0479
CP003879.1	2712200	2713200	0.3854	-0.0597
CP003879.1	2712400	2713400	0.3724	-0.0591
CP003879.1	2712600	2713600	0.3453	-0.0783
CP003879.1	2712800	2713800	0.3363	-0.0774
CP003879.1	2713000	2714000	0.2943	-0.0136
CP003879.1	2713200	2714200	0.2833	-0.0177
CP003879.1	2713400	2714400	0.2853	-0.0035
CP003879.1	2713600	2714600	0.3193	0.0282
CP003879.1	2713800	2714800	0.3323	0.0000
CP003879.1	2714000	2715000	0.3544	-0.0339
CP003879.1	2714200	2715200	0.3744	-0.0267
CP003879.1	2714400	2715400	0.3914	-0.0281
CP003879.1	2714600	2715600	0.3944	-0.0761
CP003879.1	2714800	2715800	0.3974	-0.0277
CP003879.1	2715000	2716000	0.3984	-0.0050
CP003879.1	2715200	2716200	0.3754	-0.0133
CP003879.1	2715400	2716400	0.3704	-0.0108
CP003879.1	2715600	2716600	0.3794	-0.0185
CP003879.1	2715800	2716800	0.3634	-0.0634
CP003879.1	2716000	2717000	0.3674	-0.0736
CP003879.1	2716200	2717200	0.3744	-0.0588
CP003879.1	2716400	2717400	0.3584	-0.0670
CP003879.1	2716600	2717600	0.3323	-0.0181
CP003879.1	2716800	2717800	0.3323	0.0120
CP003879.1	2717000	2718000	0.3313	0.0514
CP003879.1	2717200	2718200	0.3303	0.0788
CP003879.1	2717400	2718400	0.3443	0.1337
CP003879.1	2717600	2718600	0.3343	0.1856
CP003879.1	2717800	2718800	0.3353	0.2358
CP003879.1	2718000	2719000	0.3403	0.2647
CP003879.1	2718200	2719200	0.3804	0.2368
CP003879.1	2718400	2719400	0.4034	0.2357
CP003879.1	2718600	2719600	0.4404	0.2182
CP003879.1	2718800	2719800	0.4725	0.2034
CP003879.1	2719000	2720000	0.4975	0.1831
CP003879.1	2719200	2720200	0.5035	0.1531
CP003879.1	2719400	2720400	0.4765	0.1429
CP003879.1	2719600	2720600	0.4685	0.1496
CP003879.1	2719800	2720800	0.4364	0.1330
CP003879.1	2720000	2721000	0.3964	0.1869
CP003879.1	2720200	2721200	0.3814	0.2441
CP003879.1	2720400	2721400	0.4024	0.2338
CP003879.1	2720600	2721600	0.4074	0.2088
CP003879.1	2720800	2721800	0.4434	0.2325
CP003879.1	2721000	2722000	0.4685	0.1795
CP003879.1	2721200	2722200	0.4635	0.1793
CP003879.1	2721400	2722400	0.4655	0.1828
CP003879.1	2721600	2722600	0.4685	0.1923
CP003879.1	2721800	2722800	0.4715	0.1890
CP003879.1	2722000	2723000	0.4845	0.1694
CP003879.1	2722200	2723200	0.4885	0.1885
CP003879.1	2722400	2723400	0.4975	0.1670
CP003879.1	2722600	2723600	0.5185	0.1699
CP003879.1	2722800	2723800	0.4995	0.1543
CP003879.1	2723000	2724000	0.4675	0.1520
CP003879.1	2723200	2724200	0.4454	0.0876
CP003879.1	2723400	2724400	0.4224	0.0474
CP003879.1	2723600	2724600	0.3784	0.0053
CP003879.1	2723800	2724800	0.3574	-0.0364
CP003879.1	2724000	2725000	0.3504	-0.0229
CP003879.1	2724200	2725200	0.3504	0.0114
CP003879.1	2724400	2725400	0.3413	0.0323
CP003879.1	2724600	2725600	0.3423	0.0585
CP003879.1	2724800	2725800	0.3514	0.0712
CP003879.1	2725000	2726000	0.3574	0.0756
CP003879.1	2725200	2726200	0.3664	0.0656
CP003879.1	2725400	2726400	0.3624	0.0884
CP003879.1	2725600	2726600	0.3634	0.1074
CP003879.1	2725800	2726800	0.3574	0.0812
CP003879.1	2726000	2727000	0.3704	0.0811
CP003879.1	2726200	2727200	0.3634	0.0523
CP003879.1	2726400	2727400	0.3834	0.0339
CP003879.1	2726600	2727600	0.3924	0.0000
CP003879.1	2726800	2727800	0.3884	-0.0361
CP003879.1	2727000	2728000	0.3824	-0.0314
CP003879.1	2727200	2728200	0.3894	-0.0951
CP003879.1	2727400	2728400	0.3694	-0.1165
CP003879.1	2727600	2728600	0.3764	-0.1862
CP003879.1	2727800	2728800	0.3884	-0.1753
CP003879.1	2728000	2729000	0.3784	-0.1905
CP003879.1	2728200	2729200	0.3704	-0.1297
CP003879.1	2728400	2729400	0.3774	-0.1141
CP003879.1	2728600	2729600	0.3754	-0.0720
CP003879.1	2728800	2729800	0.3684	-0.0163
CP003879.1	2729000	2730000	0.3604	0.0000
CP003879.1	2729200	2730200	0.3554	0.0479
CP003879.1	2729400	2730400	0.3514	0.0712
CP003879.1	2729600	2730600	0.3383	0.0828
CP003879.1	2729800	2730800	0.3383	0.0473
CP003879.1	2730000	2731000	0.3403	-0.0294
CP003879.1	2730200	2731200	0.3293	-0.0091
CP003879.1	2730400	2731400	0.3483	-0.0517
CP003879.1	2730600	2731600	0.3504	-0.0857
CP003879.1	2730800	2731800	0.3413	-0.0909
CP003879.1	2731000	2732000	0.3483	-0.0575
CP003879.1	2731200	2732200	0.3554	-0.0986
CP003879.1	2731400	2732400	0.3383	-0.1124
CP003879.1	2731600	2732600	0.3483	-0.0230
CP003879.1	2731800	2732800	0.3614	0.0305
CP003879.1	2732000	2733000	0.3704	0.0486
CP003879.1	2732200	2733200	0.3844	0.0469
CP003879.1	2732400	2733400	0.3814	0.0446
CP003879.1	2732600	2733600	0.3794	0.0449
CP003879.1	2732800	2733800	0.3864	0.0207
CP003879.1	2733000	2734000	0.3734	0.0241
CP003879.1	2733200	2734200	0.3724	0.0215
CP003879.1	2733400	2734400	0.3744	0.0481
CP003879.1	2733600	2734600	0.3634	0.0193
CP003879.1	2733800	2734800	0.3473	0.0259
CP003879.1	2734000	2735000	0.3514	0.0712
CP003879.1	2734200	2735200	0.3483	0.1149
CP003879.1	2734400	2735400	0.3524	0.1648
CP003879.1	2734600	2735600	0.3463	0.1792
CP003879.1	2734800	2735800	0.3453	0.1768
CP003879.1	2735000	2736000	0.3453	0.1304
CP003879.1	2735200	2736200	0.3534	0.0482
CP003879.1	2735400	2736400	0.3544	-0.0226
CP003879.1	2735600	2736600	0.3634	-0.0468
CP003879.1	2735800	2736800	0.3624	-0.0497
CP003879.1	2736000	2737000	0.3704	-0.0054
CP003879.1	2736200	2737200	0.3564	0.0337
CP003879.1	2736400	2737400	0.3564	0.1067
CP003879.1	2736600	2737600	0.3554	0.1042
CP003879.1	2736800	2737800	0.3654	0.1288
CP003879.1	2737000	2738000	0.3584	0.0726
CP003879.1	2737200	2738200	0.3634	0.0579
CP003879.1	2737400	2738400	0.3664	0.0383
CP003879.1	2737600	2738600	0.3724	0.0914
CP003879.1	2737800	2738800	0.3704	0.0973
CP003879.1	2738000	2739000	0.3794	0.1293
CP003879.1	2738200	2739200	0.3894	0.1722
CP003879.1	2738400	2739400	0.3904	0.2000
CP003879.1	2738600	2739600	0.3874	0.1421
CP003879.1	2738800	2739800	0.3854	0.1117
CP003879.1	2739000	2740000	0.3674	0.0572
CP003879.1	2739200	2740200	0.3493	-0.0315
CP003879.1	2739400	2740400	0.3273	-0.1315
CP003879.1	2739600	2740600	0.3253	-0.1631
CP003879.1	2739800	2740800	0.3463	-0.1214
CP003879.1	2740000	2741000	0.3704	-0.0919
CP003879.1	2740200	2741200	0.3974	-0.0327
CP003879.1	2740400	2741400	0.4114	-0.0024
CP003879.1	2740600	2741600	0.4174	0.0216
CP003879.1	2740800	2741800	0.4074	0.0221
CP003879.1	2741000	2742000	0.4164	0.0192
CP003879.1	2741200	2742200	0.4024	0.0249
CP003879.1	2741400	2742400	0.3964	0.0202
CP003879.1	2741600	2742600	0.3884	0.0361
CP003879.1	2741800	2742800	0.4004	-0.0050
CP003879.1	2742000	2743000	0.3954	0.0329
CP003879.1	2742200	2743200	0.3914	0.0537
CP003879.1	2742400	2743400	0.3994	0.0175
CP003879.1	2742600	2743600	0.4014	0.0125
CP003879.1	2742800	2743800	0.3784	0.0212
CP003879.1	2743000	2744000	0.3594	0.0474
CP003879.1	2743200	2744200	0.3674	0.0463
CP003879.1	2743400	2744400	0.3764	0.1489
CP003879.1	2743600	2744600	0.3884	0.1649
CP003879.1	2743800	2744800	0.3914	0.1969
CP003879.1	2744000	2745000	0.4064	0.1724
CP003879.1	2744200	2745200	0.4134	0.1768
CP003879.1	2744400	2745400	0.4034	0.0968
CP003879.1	2744600	2745600	0.4054	0.1259
CP003879.1	2744800	2745800	0.4284	0.0841
CP003879.1	2745000	2746000	0.4214	0.0499
CP003879.1	2745200	2746200	0.4244	0.0519
CP003879.1	2745400	2746400	0.4234	0.0922
CP003879.1	2745600	2746600	0.4134	0.0799
CP003879.1	2745800	2746800	0.3934	0.1145
CP003879.1	2746000	2747000	0.3964	0.1414
CP003879.1	2746200	2747200	0.3844	0.1354
CP003879.1	2746400	2747400	0.3894	0.1465
CP003879.1	2746600	2747600	0.3944	0.1675
CP003879.1	2746800	2747800	0.3884	0.1753
CP003879.1	2747000	2748000	0.3934	0.1501
CP003879.1	2747200	2748200	0.4174	0.1799
CP003879.1	2747400	2748400	0.4354	0.1770
CP003879.1	2747600	2748600	0.4484	0.1562
CP003879.1	2747800	2748800	0.4675	0.1692
CP003879.1	2748000	2749000	0.4525	0.1814
CP003879.1	2748200	2749200	0.4314	0.1462
CP003879.1	2748400	2749400	0.4084	0.1225
CP003879.1	2748600	2749600	0.3954	0.1494
CP003879.1	2748800	2749800	0.3874	0.1111
CP003879.1	2749000	2750000	0.3894	0.0540
CP003879.1	2749200	2750200	0.3774	0.0027
CP003879.1	2749400	2750400	0.3584	0.0056
CP003879.1	2749600	2750600	0.3544	-0.0621
CP003879.1	2749800	2750800	0.3514	-0.0541
CP003879.1	2750000	2751000	0.3694	0.0298
CP003879.1	2750200	2751200	0.3754	0.0933
CP003879.1	2750400	2751400	0.4014	0.1421
CP003879.1	2750600	2751600	0.3984	0.1407
CP003879.1	2750800	2751800	0.3924	0.2041
CP003879.1	2751000	2752000	0.3744	0.1551
CP003879.1	2751200	2752200	0.3714	0.1752
CP003879.1	2751400	2752400	0.3624	0.0884
CP003879.1	2751600	2752600	0.3544	0.1299
CP003879.1	2751800	2752800	0.3544	0.0621
CP003879.1	2752000	2753000	0.3614	0.1302
CP003879.1	2752200	2753200	0.3544	0.1356
CP003879.1	2752400	2753400	0.3483	0.1724
CP003879.1	2752600	2753600	0.3544	0.1243
CP003879.1	2752800	2753800	0.3564	0.1180
CP003879.1	2753000	2754000	0.3514	0.0883
CP003879.1	2753200	2754200	0.3694	0.0678
CP003879.1	2753400	2754400	0.3904	0.0872
CP003879.1	2753600	2754600	0.3794	0.1029
CP003879.1	2753800	2754800	0.3874	0.0646
CP003879.1	2754000	2755000	0.3794	0.0818
CP003879.1	2754200	2755200	0.3614	0.0249
CP003879.1	2754400	2755400	0.3463	0.0116
CP003879.1	2754600	2755600	0.3614	0.0526
CP003879.1	2754800	2755800	0.3473	0.0951
CP003879.1	2755000	2756000	0.3624	0.1271
CP003879.1	2755200	2756200	0.3594	0.1142
CP003879.1	2755400	2756400	0.3584	0.0838
CP003879.1	2755600	2756600	0.3524	0.0341
CP003879.1	2755800	2756800	0.3594	0.0306
CP003879.1	2756000	2757000	0.3584	-0.0223
CP003879.1	2756200	2757200	0.3764	0.0319
CP003879.1	2756400	2757400	0.3884	0.0825
CP003879.1	2756600	2757600	0.3874	0.1163
CP003879.1	2756800	2757800	0.3754	0.1093
CP003879.1	2757000	2758000	0.3744	0.1283
CP003879.1	2757200	2758200	0.3634	0.1240
CP003879.1	2757400	2758400	0.3554	0.0761
CP003879.1	2757600	2758600	0.3744	0.0642
CP003879.1	2757800	2758800	0.3784	0.1376
CP003879.1	2758000	2759000	0.3824	0.1728
CP003879.1	2758200	2759200	0.4004	0.1450
CP003879.1	2758400	2759400	0.4044	0.1881
CP003879.1	2758600	2759600	0.3794	0.2190
CP003879.1	2758800	2759800	0.3764	0.1649
CP003879.1	2759000	2760000	0.3674	0.0790
CP003879.1	2759200	2760200	0.3524	0.0966
CP003879.1	2759400	2760400	0.3443	0.1163
CP003879.1	2759600	2760600	0.3353	0.1045
CP003879.1	2759800	2760800	0.3433	0.1662
CP003879.1	2760000	2761000	0.3423	0.2222
CP003879.1	2760200	2761200	0.3534	0.2578
CP003879.1	2760400	2761400	0.3674	0.2316
CP003879.1	2760600	2761600	0.3954	0.2152
CP003879.1	2760800	2761800	0.3944	0.2030
CP003879.1	2761000	2762000	0.3824	0.2042
CP003879.1	2761200	2762200	0.3644	0.1648
CP003879.1	2761400	2762400	0.3624	0.1602
CP003879.1	2761600	2762600	0.3614	0.1357
CP003879.1	2761800	2762800	0.3574	0.0700
CP003879.1	2762000	2763000	0.3724	0.0699
CP003879.1	2762200	2763200	0.4004	0.0650
CP003879.1	2762400	2763400	0.4004	0.0350
CP003879.1	2762600	2763600	0.3894	0.0283
CP003879.1	2762800	2763800	0.4094	0.0220
CP003879.1	2763000	2764000	0.4134	0.0654
CP003879.1	2763200	2764200	0.3944	0.1269
CP003879.1	2763400	2764400	0.3854	0.1688
CP003879.1	2763600	2764600	0.3974	0.1688
CP003879.1	2763800	2764800	0.3714	0.2022
CP003879.1	2764000	2765000	0.3764	0.1543
CP003879.1	2764200	2765200	0.3714	0.1375
CP003879.1	2764400	2765400	0.3734	0.1421
CP003879.1	2764600	2765600	0.3504	0.1714
CP003879.1	2764800	2765800	0.3654	0.1781
CP003879.1	2765000	2766000	0.3554	0.2000
CP003879.1	2765200	2766200	0.3514	0.1909
CP003879.1	2765400	2766400	0.3564	0.1854
CP003879.1	2765600	2766600	0.3784	0.1905
CP003879.1	2765800	2766800	0.3674	0.1826
CP003879.1	2766000	2767000	0.3664	0.1694
CP003879.1	2766200	2767200	0.3734	0.1850
CP003879.1	2766400	2767400	0.3574	0.1485
CP003879.1	2766600	2767600	0.3514	0.1681
CP003879.1	2766800	2767800	0.3554	0.2000
CP003879.1	2767000	2768000	0.3453	0.1652
CP003879.1	2767200	2768200	0.3293	0.1125
CP003879.1	2767400	2768400	0.3483	0.1207
CP003879.1	2767600	2768600	0.3383	0.0947
CP003879.1	2767800	2768800	0.3353	0.1045
CP003879.1	2768000	2769000	0.3473	0.1182
CP003879.1	2768200	2769200	0.3564	0.1404
CP003879.1	2768400	2769400	0.3453	0.1420
CP003879.1	2768600	2769600	0.3604	0.1444
CP003879.1	2768800	2769800	0.3684	0.0978
CP003879.1	2769000	2770000	0.3824	0.1204
CP003879.1	2769200	2770200	0.3814	0.1181
CP003879.1	2769400	2770400	0.3824	0.1623
CP003879.1	2769600	2770600	0.3824	0.1518
CP003879.1	2769800	2770800	0.3744	0.2086
CP003879.1	2770000	2771000	0.3634	0.2011
CP003879.1	2770200	2771200	0.3754	0.2267
CP003879.1	2770400	2771400	0.3824	0.2042
CP003879.1	2770600	2771600	0.3824	0.2147
CP003879.1	2770800	2771800	0.3874	0.1731
CP003879.1	2771000	2772000	0.3784	0.1852
CP003879.1	2771200	2772200	0.3744	0.1658
CP003879.1	2771400	2772400	0.3714	0.1590
CP003879.1	2771600	2772600	0.3594	0.1198
CP003879.1	2771800	2772800	0.3604	0.1444
CP003879.1	2772000	2773000	0.3684	0.1304
CP003879.1	2772200	2773200	0.3674	0.1335
CP003879.1	2772400	2773400	0.3714	0.0943
CP003879.1	2772600	2773600	0.3684	0.1359
CP003879.1	2772800	2773800	0.3654	0.1233
CP003879.1	2773000	2774000	0.3644	0.1154
CP003879.1	2773200	2774200	0.3664	0.1093
CP003879.1	2773400	2774400	0.3644	0.1758
CP003879.1	2773600	2774600	0.3824	0.1623
CP003879.1	2773800	2774800	0.3784	0.1746
CP003879.1	2774000	2775000	0.3674	0.1989
